germ_ID,row_tier_tags,id_and_rt,x,y,area,area_sum
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,117,51,116.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,128,54,100.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,140,53,48.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,149,55,19.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,166,54,14.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,187,54,15.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,201,56,50.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,212,56,41.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,244,56,18.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,271,55,186.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,295,57,121.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,331,55,62.5,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,391,55,58.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,412,53,101.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,428,55,385.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,443,56,126.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,454,57,29.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,489,54,42.0,1915.0
18PS3028,row-21__tier-11,18PS3028__row-21__tier-11,513,55,81.0,1915.0
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,57,54,26.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,79,53,22.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,90,53,15.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,110,53,29.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,141,54,35.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,163,55,22.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,197,53,51.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,230,55,35.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,265,54,17.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,286,57,59.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,298,57,48.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,325,58,73.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,346,53,109.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,369,55,36.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,380,55,30.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,402,54,23.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,416,54,22.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,446,57,38.0,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,512,55,158.5,920.5
18PS3029,row-22__tier-11,18PS3029__row-22__tier-11,527,58,68.5,920.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,27,82,205.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,36,57,125.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,48,58,14.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,58,57,69.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,69,57,15.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,77,56,128.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,98,59,84.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,124,58,55.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,153,57,45.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,170,57,246.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,192,58,15.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,215,57,27.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,229,58,14.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,239,60,32.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,275,59,59.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,298,57,30.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,312,55,102.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,337,59,14.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,356,59,24.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,376,59,27.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,403,56,93.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,444,58,91.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,470,58,212.5,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,496,56,204.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,516,59,188.0,2183.5
18PS3030,row-23__tier-11,18PS3030__row-23__tier-11,549,61,58.0,2183.5
NM67,row-24__tier-11,NM67__row-24__tier-11,54,55,31.0,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,75,54,14.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,138,80,14.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,173,53,35.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,232,55,62.0,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,293,57,80.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,311,76,45.0,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,318,58,57.0,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,361,84,23.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,394,58,27.0,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,406,58,53.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,420,58,98.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,435,59,112.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,450,60,77.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,467,59,57.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,484,57,87.0,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,496,59,42.0,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,530,59,13.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,545,57,17.5,963.5
NM67,row-24__tier-11,NM67__row-24__tier-11,550,64,13.5,963.5
NM67,row-25__tier-11,NM67__row-25__tier-11,16,49,15.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,120,48,53.5,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,134,49,40.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,150,50,14.5,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,157,8,76.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,168,50,24.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,195,51,27.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,214,50,19.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,232,52,22.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,420,51,29.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,437,52,61.5,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,453,52,18.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,472,51,39.0,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,476,26,48.5,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,489,51,15.5,530.0
NM67,row-25__tier-11,NM67__row-25__tier-11,506,52,27.5,530.0
NM67,row-26__tier-11,NM67__row-26__tier-11,123,61,25.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,141,62,38.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,156,60,58.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,158,19,22.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,196,23,39.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,196,62,22.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,233,20,27.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,257,64,22.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,271,61,64.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,279,23,117.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,294,63,24.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,307,20,18.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,326,64,18.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,356,65,15.0,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,381,64,25.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,416,63,35.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,439,65,89.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,542,64,40.5,768.0
NM67,row-26__tier-11,NM67__row-26__tier-11,595,24,65.0,768.0
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,100,64,22.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,131,61,23.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,178,62,32.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,200,62,14.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,222,62,23.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,241,63,15.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,258,64,19.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,288,63,15.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,302,62,23.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,317,63,26.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,327,64,24.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,337,63,31.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,352,64,62.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,370,65,56.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,382,65,38.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,423,66,73.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,460,63,68.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,478,63,35.0,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,542,65,38.5,775.5
18PS5091,row-27__tier-11,18PS5091__row-27__tier-11,560,64,134.5,775.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,107,62,110.5,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,119,65,14.5,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,150,65,16.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,171,64,26.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,217,65,27.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,238,63,23.5,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,257,62,22.5,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,272,65,64.5,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,297,66,66.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,313,65,17.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,327,64,46.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,360,65,108.5,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,403,66,246.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,441,66,175.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,454,66,23.0,1004.5
18PS5092,row-28__tier-11,18PS5092__row-28__tier-11,546,68,18.5,1004.5
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,43,55,15.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,62,55,25.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,81,56,23.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,91,55,56.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,105,55,119.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,123,54,41.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,138,56,22.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,176,58,41.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,190,57,41.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,207,57,92.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,215,57,73.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,227,56,53.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,255,56,14.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,268,59,27.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,280,58,261.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,311,57,199.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,341,57,194.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,373,57,81.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,414,57,45.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,431,58,48.0,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,465,59,77.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,486,59,105.5,1821.0
18PS5093,row-29__tier-11,18PS5093__row-29__tier-11,532,58,163.5,1821.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,5,85,14.0,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,91,64,30.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,100,60,22.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,134,62,50.0,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,195,62,25.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,271,63,14.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,289,61,27.0,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,334,63,25.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,381,63,14.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,423,63,14.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,460,64,19.5,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,496,65,61.0,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,527,66,15.0,505.0
18PS5094,row-30__tier-11,18PS5094__row-30__tier-11,536,67,171.0,505.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,48,46,22.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,68,47,19.5,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,89,46,32.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,125,47,28.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,142,48,48.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,174,47,15.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,190,50,21.5,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,199,48,80.5,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,213,49,60.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,226,49,114.5,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,269,49,23.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,310,49,15.5,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,391,59,352.0,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,460,49,132.5,1016.0
18PS5095,row-31__tier-11,18PS5095__row-31__tier-11,522,49,52.0,1016.0
18PS5096,row-32__tier-11,18PS5096__row-32__tier-11,339,46,22.5,333.5
18PS5096,row-32__tier-11,18PS5096__row-32__tier-11,397,47,69.0,333.5
18PS5096,row-32__tier-11,18PS5096__row-32__tier-11,433,46,24.5,333.5
18PS5096,row-32__tier-11,18PS5096__row-32__tier-11,452,45,54.5,333.5
18PS5096,row-32__tier-11,18PS5096__row-32__tier-11,469,48,40.0,333.5
18PS5096,row-32__tier-11,18PS5096__row-32__tier-11,500,48,123.0,333.5
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,84,50,13.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,92,50,40.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,109,48,106.5,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,131,51,51.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,170,49,31.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,210,50,18.5,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,236,51,129.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,299,51,38.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,314,50,21.5,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,331,52,39.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,388,52,22.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,444,101,45.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,445,53,124.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,467,52,51.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,493,51,64.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,506,53,65.0,909.0
18PS5097,row-33__tier-11,18PS5097__row-33__tier-11,564,58,50.5,909.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,63,52,30.5,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,87,53,15.5,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,110,54,14.5,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,124,54,38.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,160,54,24.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,180,53,48.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,205,54,17.5,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,234,56,73.5,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,252,53,60.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,269,54,99.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,300,54,45.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,324,54,42.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,349,56,29.5,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,390,55,52.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,402,55,83.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,424,57,77.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,462,54,184.5,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,496,55,54.0,1032.0
18PS5098,row-34__tier-11,18PS5098__row-34__tier-11,560,56,44.5,1032.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,80,48,13.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,89,45,57.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,112,51,18.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,124,50,14.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,131,55,47.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,148,46,36.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,167,47,24.5,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,187,48,25.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,199,46,33.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,204,47,86.5,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,218,49,68.5,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,243,48,16.5,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,258,48,14.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,267,48,37.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,294,48,38.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,324,50,14.5,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,339,50,13.5,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,380,50,55.5,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,455,54,200.0,874.0
18PS5099,row-35__tier-11,18PS5099__row-35__tier-11,494,49,62.5,874.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,84,57,15.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,94,56,23.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,124,55,27.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,147,56,25.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,156,56,27.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,184,54,39.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,205,56,59.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,213,57,25.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,221,57,67.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,238,57,94.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,264,58,56.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,281,59,38.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,309,57,30.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,327,58,19.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,357,58,39.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,368,56,27.5,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,381,11,29.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,415,58,46.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,491,58,32.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,503,60,32.0,766.0
18PS5100,row-36__tier-11,18PS5100__row-36__tier-11,540,59,13.0,766.0
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,14,36,23.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,29,36,47.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,46,39,181.5,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,68,41,15.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,75,37,50.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,107,39,55.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,128,37,68.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,144,39,31.5,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,152,40,42.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,160,37,102.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,182,40,38.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,207,38,65.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,257,40,17.5,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,307,40,121.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,327,39,205.5,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,351,40,126.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,396,39,40.5,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,414,40,82.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,450,41,82.5,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,461,42,34.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,476,40,489.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,500,43,154.0,2110.5
18PS7020,row-37__tier-11,18PS7020__row-37__tier-11,522,43,40.5,2110.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,91,46,67.0,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,99,45,18.0,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,169,45,15.0,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,235,47,25.0,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,244,47,44.0,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,269,47,37.5,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,292,47,22.5,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,310,48,43.0,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,343,47,25.5,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,401,47,22.5,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,483,47,14.0,374.5
18PS7021,row-38__tier-11,18PS7021__row-38__tier-11,511,49,40.5,374.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,40,52,21.0,1650.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,53,52,24.5,1650.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,71,9,20.5,1650.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,72,52,47.0,1650.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,94,54,83.5,1650.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,123,52,28.0,1650.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,143,52,44.0,1650.5
18PS7022,row-39__tier-11,18PS7022__row-39__tier-11,158,52,16.5,1650.5
